city_name,date,pm10
Chandrapur,8/6/2011,90
Navi Mumbai,8/6/2011,22
Kolhapur,8/6/2011,61
Aurangabad,8/6/2011,58
Raigad,8/6/2011,74
Nanded,8/6/2011,6
Solapur,8/6/2011,70
Mumbai,8/6/2011,74
Nashik,8/6/2011,42
Nagpur,8/6/2011,84.5
Mumbai Metro,8/6/2011,45.4
Taloja,8/6/2011,70
Pune,8/6/2011,74
Jalgaon,8/6/2011,46
Dahanu,8/6/2011,90
Akola,8/6/2011,135
Bhiwandi,8/6/2011,27
Solapur,8/6/2012,61.5
Mumbai,8/6/2012,51.5
Kolhapur,8/6/2012,45
Latur,8/6/2012,54
Navi Mumbai,8/6/2012,35
Jalgaon,8/6/2012,101
Aurangabad,8/6/2012,51
Amravati,8/6/2012,53
Taloja,8/6/2012,56
Dombivali,8/6/2012,54
Pune,8/6/2012,25.33333
Mumbai Metro,8/6/2012,51.58333
Sangli,8/6/2012,28
Nagpur,8/6/2012,47
Akola,8/6/2012,68
Bhiwandi,8/6/2012,48
Ulhasnagar,8/6/2012,65
Nanded,8/6/2012,74
Raigad,8/6/2012,25.33333
Nashik,8/6/2012,81.5
Dombivali,8/6/2013,95
Thane,8/6/2013,100
Lote,8/6/2013,181
Jalna,8/6/2013,190
Dahanu,8/6/2013,103.5
Bhiwandi,8/6/2013,58
Pune,8/6/2013,67.33334
Raigad,8/6/2013,67.33334
Akola,8/6/2013,101
Taloja,8/6/2013,69.5
Solapur,8/6/2013,69.5
Amravati,8/6/2013,86
Mumbai,8/6/2013,68.5
Aurangabad,8/6/2013,79
Nashik,8/6/2013,36
Nagpur,8/6/2013,44
Badlapur,8/6/2013,76
Kolhapur,8/6/2013,86
Mumbai Metro,8/6/2013,80.28571
Latur,8/6/2013,64
Chandrapur,8/6/2013,103.5
Navi Mumbai,8/6/2013,95
Nanded,8/6/2013,8
Taloja,8/7/2010,65
Jalgaon,8/7/2010,93
Pune,8/7/2010,55.5
Solapur,8/7/2010,65
Mumbai,8/7/2010,84
Dahanu,8/7/2010,226.5
Mumbai Metro,8/7/2010,69.7
Sangli,8/7/2010,49
Akola,8/7/2010,52
Nashik,8/7/2010,47
Kolhapur,8/7/2010,77
Panvel,8/7/2010,63
Thane,8/7/2010,50
Raigad,8/7/2010,55.5
Amravati,8/7/2010,143
Navi Mumbai,8/7/2010,86.5
Chandrapur,8/7/2010,226.5
Bhiwandi,8/7/2011,31
Taloja,8/7/2011,69
Thane,8/7/2011,46
Mumbai,8/7/2011,100.5
Dahanu,8/7/2011,34
Raigad,8/7/2011,56
Chandrapur,8/7/2011,34
Solapur,8/7/2011,69
Nagpur,8/7/2011,98
Pune,8/7/2011,56
Sangli,8/7/2011,43
Ulhasnagar,8/7/2011,91
Mumbai Metro,8/7/2011,67.5
Bhiwandi,8/7/2012,49
Badlapur,8/7/2012,117
Pune,8/7/2012,34.33333
Raigad,8/7/2012,34.33333
Nagpur,8/7/2012,37.5
Thane,8/7/2012,70
Latur,8/7/2012,60
Solapur,8/7/2012,65.5
Nanded,8/7/2012,73
Akola,8/7/2012,92
Amravati,8/7/2012,99
Jalgaon,8/7/2012,100
Kolhapur,8/7/2012,101
Dombivali,8/7/2012,78
Mumbai,8/7/2012,86.5
Chandrapur,8/7/2012,88.33334
Aurangabad,8/7/2012,64
Taloja,8/7/2012,70.66666
Navi Mumbai,8/7/2012,61.33333
Dahanu,8/7/2012,88.33334
Jalna,8/7/2012,159
Mumbai Metro,8/7/2012,76.07143
Nashik,8/7/2012,79
Nagpur,8/7/2013,52.5
Aurangabad,8/7/2013,53
Latur,8/7/2013,93
Nanded,8/7/2013,2
Jalgaon,8/7/2013,127
Pune,8/7/2013,61.66667
Solapur,8/7/2013,47
Amravati,8/7/2013,127
Navi Mumbai,8/7/2013,49
Akola,8/7/2013,121
Chandrapur,8/7/2013,66.66666
Dombivali,8/7/2013,71
Thane,8/7/2013,81
Kalyan,8/7/2013,62
Mumbai,8/7/2013,32
Taloja,8/7/2013,47
Lote,8/7/2013,180
Sangli,8/7/2013,56
Ulhasnagar,8/7/2013,75
Jalna,8/7/2013,154
Nashik,8/7/2013,38.5
Raigad,8/7/2013,61.66667
Mumbai Metro,8/7/2013,59.57143
Dahanu,8/7/2013,66.66666
Kolhapur,8/7/2013,79
Raigad,8/8/2010,55.5
Sangli,8/8/2010,22
Thane,8/8/2010,49
Ulhasnagar,8/8/2010,54
Chandrapur,8/8/2010,28.5
Dahanu,8/8/2010,28.5
Pune,8/8/2010,55.5
Mumbai Metro,8/8/2010,80.25
Mumbai,8/8/2010,140
Navi Mumbai,8/8/2010,78
Latur,8/8/2011,127.5
Pune,8/8/2011,56.66667
Aurangabad,8/8/2011,46
Taloja,8/8/2011,57.66667
Jalgaon,8/8/2011,65
Sangli,8/8/2011,21
Nanded,8/8/2011,13
Navi Mumbai,8/8/2011,37
Chandrapur,8/8/2011,57
Mumbai,8/8/2011,111
Nashik,8/8/2011,68
Dahanu,8/8/2011,57
Solapur,8/8/2011,73.5
Ulhasnagar,8/8/2011,75
Raigad,8/8/2011,56.66667
Mumbai Metro,8/8/2011,70.16666
Nagpur,8/8/2011,71.5
Akola,8/8/2011,98
Kolhapur,8/8/2011,42
Chandrapur,8/8/2012,102
Mumbai Metro,8/8/2012,75.8125
Ulhasnagar,8/8/2012,129.5
Pune,8/8/2012,24.33333
Mumbai,8/8/2012,74
Aurangabad,8/8/2012,32
Bhiwandi,8/8/2012,61
Panvel,8/8/2012,93
Jalna,8/8/2012,230
Nanded,8/8/2012,12
Taloja,8/8/2012,57
Raigad,8/8/2012,24.33333
Thane,8/8/2012,63
Amravati,8/8/2012,65
Akola,8/8/2012,118
Kolhapur,8/8/2012,88
Jalgaon,8/8/2012,137
Sangli,8/8/2012,46
Ambernath,8/8/2012,79
Navi Mumbai,8/8/2012,50
Solapur,8/8/2012,57
Nashik,8/8/2012,71.5
Dahanu,8/8/2012,102
Latur,8/8/2012,75
Nagpur,8/8/2012,98.5
Akola,8/8/2013,125
Sangli,8/8/2013,40
Mumbai Metro,8/8/2013,66
Nanded,8/8/2013,3
Kalyan,8/8/2013,60
Badlapur,8/8/2013,73
Solapur,8/8/2013,60
Dahanu,8/8/2013,80.5
Chandrapur,8/8/2013,80.5
Taloja,8/8/2013,60
Nagpur,8/8/2013,62
Navi Mumbai,8/8/2013,45
Nashik,8/8/2013,47.5
Latur,8/8/2013,92
Thane,8/8/2013,64
Mumbai,8/8/2013,62
Ambernath,8/8/2013,95
Raigad,8/8/2013,40
Pune,8/8/2013,40
Aurangabad,8/8/2013,65
Dombivali,8/8/2013,69
Kolhapur,8/8/2013,69
Navi Mumbai,8/9/2010,35
Nashik,8/9/2010,66.5
Mumbai,8/9/2010,99
Jalgaon,8/9/2010,107
Aurangabad,8/9/2010,61
Pune,8/9/2010,54.33333
Mumbai Metro,8/9/2010,69
Raigad,8/9/2010,54.33333
Solapur,8/9/2010,46
Sangli,8/9/2010,22
Ulhasnagar,8/9/2010,28
Kolhapur,8/9/2010,50
Latur,8/9/2010,98
Akola,8/9/2010,90
Taloja,8/9/2010,114
Amravati,8/9/2010,63
Nagpur,8/9/2010,53
Jalna,8/9/2011,224
Nanded,8/9/2011,11
Kolhapur,8/9/2011,77
Dahanu,8/9/2011,100.6667
Nashik,8/9/2011,48
Pune,8/9/2011,62
Thane,8/9/2011,48
Mumbai Metro,8/9/2011,72.8
Navi Mumbai,8/9/2011,48
Solapur,8/9/2011,72
Badlapur,8/9/2011,95
Aurangabad,8/9/2011,33
Mumbai,8/9/2011,113
Jalgaon,8/9/2011,66
Taloja,8/9/2011,60
Amravati,8/9/2011,81
Akola,8/9/2011,105
Latur,8/9/2011,153
Chandrapur,8/9/2011,100.6667
Nagpur,8/9/2011,72
Raigad,8/9/2011,62
Mumbai Metro,8/9/2012,67.85714
Badlapur,8/9/2012,97
Kolhapur,8/9/2012,55
Sangli,8/9/2012,37
Pune,8/9/2012,27.33333
Nagpur,8/9/2012,69
Akola,8/9/2012,90
Thane,8/9/2012,62
Chandrapur,8/9/2012,130.5
Aurangabad,8/9/2012,28
Raigad,8/9/2012,27.33333
Navi Mumbai,8/9/2012,40
Amravati,8/9/2012,80
Mumbai,8/9/2012,71
Latur,8/9/2012,128
Jalgaon,8/9/2012,130
Nanded,8/9/2012,17
Dahanu,8/9/2012,130.5
Ambernath,8/9/2012,88
Nashik,8/9/2012,78
Taloja,8/9/2012,57
Solapur,8/9/2012,58.5
Jalna,8/9/2012,35
Bhiwandi,8/9/2012,60
Raigad,8/9/2013,43.33333
Thane,8/9/2013,45
Nanded,8/9/2013,3
Solapur,8/9/2013,58.5
Lote,8/9/2013,171
Chandrapur,8/9/2013,88.5
Jalna,8/9/2013,92
Aurangabad,8/9/2013,82
Navi Mumbai,8/9/2013,56
Nagpur,8/9/2013,112
Mumbai Metro,8/9/2013,50.375
Akola,8/9/2013,132
Taloja,8/9/2013,58.5
Amravati,8/9/2013,34
Mumbai,8/9/2013,42
Pune,8/9/2013,43.33333
Sangli,8/9/2013,39
Latur,8/9/2013,74
Dahanu,8/9/2013,88.5
Kolhapur,8/9/2013,92
Nashik,8/9/2013,41
Jalgaon,9/1/2010,91
Amravati,9/1/2010,131
Mumbai,9/1/2010,77.5
Solapur,9/1/2010,55
Taloja,9/1/2010,55
Mumbai Metro,9/1/2010,67.9
Chandrapur,9/1/2010,42.5
Kolhapur,9/1/2010,71
Navi Mumbai,9/1/2010,45.5
Akola,9/1/2010,111
Aurangabad,9/1/2010,45
Ulhasnagar,9/1/2010,113.5
Latur,9/1/2010,76
Nashik,9/1/2010,38.5
Jalna,9/1/2010,88
Thane,9/1/2010,48
Pune,9/1/2010,39.66667
Nagpur,9/1/2010,81
Raigad,9/1/2010,39.66667
Dahanu,9/1/2010,42.5
Sangli,9/1/2010,28
Navi Mumbai,9/1/2011,30
Jalna,9/1/2011,36
Taloja,9/1/2011,66
Chandrapur,9/1/2011,12
Aurangabad,9/1/2011,25
Nanded,9/1/2011,13
Solapur,9/1/2011,66
Kolhapur,9/1/2011,39
Latur,9/1/2011,79
Mumbai,9/1/2011,50
Sangli,9/1/2011,47
Nagpur,9/1/2011,62.5
Dahanu,9/1/2011,12
Nashik,9/1/2011,46
Akola,9/1/2011,123
Thane,9/1/2011,56
Pune,9/1/2011,22.66667
Mumbai Metro,9/1/2011,50.5
Amravati,9/1/2011,59
Raigad,9/1/2011,22.66667
Jalgaon,9/1/2012,102
Chandrapur,9/1/2012,21
Dahanu,9/1/2012,21
Kalyan,9/1/2012,63
Raigad,9/1/2012,31
Akola,9/1/2012,130
Panvel,9/1/2012,46
Mumbai,9/1/2012,75
Navi Mumbai,9/1/2012,39
Nanded,9/1/2012,10
Mumbai Metro,9/1/2012,58.16667
Pune,9/1/2012,31
Taloja,9/1/2012,55
Amravati,9/1/2012,87
Aurangabad,9/1/2012,61
Latur,9/1/2012,30
Nagpur,9/1/2012,107
Nashik,9/1/2012,59
Thane,9/1/2012,71
Sangli,9/1/2012,62
Kolhapur,9/1/2012,98
Solapur,9/1/2012,55
Navi Mumbai,9/1/2013,160
Raigad,9/1/2013,80
Mumbai Metro,9/1/2013,83.57143
Solapur,9/1/2013,74
Dahanu,9/1/2013,38
Mumbai,9/1/2013,72
Chandrapur,9/1/2013,38
Kalyan,9/1/2013,63
Pune,9/1/2013,80
Thane,9/1/2013,107
Sangli,9/1/2013,37
Nagpur,9/1/2013,109
Ulhasnagar,9/1/2013,40
Taloja,9/1/2013,74
Bhiwandi,9/1/2013,69
Aurangabad,9/10/2010,74
Thane,9/10/2010,47
Raigad,9/10/2010,47
Jalgaon,9/10/2010,100
Amravati,9/10/2010,105
Kolhapur,9/10/2010,102
Mumbai,9/10/2010,64.5
Jalna,9/10/2010,16
Akola,9/10/2010,125
Taloja,9/10/2010,61.5
Dahanu,9/10/2010,53
Latur,9/10/2010,74
Mumbai Metro,9/10/2010,64
Nagpur,9/10/2010,49.5
Nashik,9/10/2010,30.5
Chandrapur,9/10/2010,53
Solapur,9/10/2010,61.5
Pune,9/10/2010,47
Sangli,9/10/2010,17
Navi Mumbai,9/10/2010,83
Solapur,9/10/2011,77
Pune,9/10/2011,78
Latur,9/10/2011,28
Dahanu,9/10/2011,102
Sangli,9/10/2011,89
Chandrapur,9/10/2011,102
Amravati,9/10/2011,115
Raigad,9/10/2011,78
Akola,9/10/2011,121
Aurangabad,9/10/2011,78
Nanded,9/10/2011,43
Nagpur,9/10/2011,79
Kolhapur,9/10/2011,76
Thane,9/10/2011,57
Mumbai Metro,9/10/2011,71.4
Mumbai,9/10/2011,71
Kalyan,9/10/2011,75
Taloja,9/10/2011,77
Nashik,9/10/2011,53
Navi Mumbai,9/10/2011,77
Amravati,9/10/2012,64
Pune,9/10/2012,26.75
Jalgaon,9/10/2012,104
Solapur,9/10/2012,73.5
Nagpur,9/10/2012,75.5
Navi Mumbai,9/10/2012,35
Latur,9/10/2012,43
Mumbai,9/10/2012,55
Thane,9/10/2012,64
Dahanu,9/10/2012,55.5
Sangli,9/10/2012,47
Raigad,9/10/2012,26.75
Taloja,9/10/2012,67.66666
Mumbai Metro,9/10/2012,66.66666
Kalyan,9/10/2012,64
Chandrapur,9/10/2012,55.5
Aurangabad,9/10/2012,61
Nashik,9/10/2012,82.5
Ambernath,9/10/2012,112
Akola,9/10/2012,108
Kolhapur,9/10/2012,54
Ulhasnagar,9/10/2012,69
Nanded,9/10/2012,23
Chandrapur,9/10/2013,71.5
Aurangabad,9/10/2013,58
Latur,9/10/2013,65
Akola,9/10/2013,111
Navi Mumbai,9/10/2013,50.5
Dombivali,9/10/2013,48
Jalgaon,9/10/2013,115
Taloja,9/10/2013,43.66667
Amravati,9/10/2013,102
Mumbai,9/10/2013,74.5
Jalna,9/10/2013,125
Bhiwandi,9/10/2013,65
Solapur,9/10/2013,38
Dahanu,9/10/2013,71.5
Nanded,9/10/2013,81
Nagpur,9/10/2013,70.5
Thane,9/10/2013,74
Kolhapur,9/10/2013,81
Lote,9/10/2013,182
Raigad,9/10/2013,68
Nashik,9/10/2013,40
Badlapur,9/10/2013,43
Pune,9/10/2013,68
Mumbai Metro,9/10/2013,56.95238
Akola,9/11/2010,128
Aurangabad,9/11/2010,49
Mumbai Metro,9/11/2010,81
Amravati,9/11/2010,138
Navi Mumbai,9/11/2010,95
Dahanu,9/11/2010,122
Sangli,9/11/2010,28
Raigad,9/11/2010,47.5
Kolhapur,9/11/2010,97
Panvel,9/11/2010,82
Nagpur,9/11/2010,60
Latur,9/11/2010,85
Pune,9/11/2010,47.5
Jalgaon,9/11/2010,111
Mumbai,9/11/2010,66
Nashik,9/11/2010,38.5
Chandrapur,9/11/2010,122
Mumbai,9/11/2011,72
Nagpur,9/11/2011,54
Mumbai Metro,9/11/2011,70
Thane,9/11/2011,59
Sangli,9/11/2011,37
Pune,9/11/2011,46
Raigad,9/11/2011,46
Ulhasnagar,9/11/2011,91
Solapur,9/11/2011,73
Navi Mumbai,9/11/2011,63
Taloja,9/11/2011,73
Bhiwandi,9/11/2011,62
Taloja,9/11/2012,71
Akola,9/11/2012,110
Nashik,9/11/2012,70
Raigad,9/11/2012,36.33333
Amravati,9/11/2012,82
Dombivali,9/11/2012,113
Solapur,9/11/2012,67.5
Aurangabad,9/11/2012,33
Mumbai,9/11/2012,68
Nanded,9/11/2012,17
Kalyan,9/11/2012,63
Nagpur,9/11/2012,60
Dahanu,9/11/2012,135
Badlapur,9/11/2012,114
Latur,9/11/2012,51
Kolhapur,9/11/2012,84
Navi Mumbai,9/11/2012,42.5
Jalna,9/11/2012,257
Chandrapur,9/11/2012,135
Pune,9/11/2012,36.33333
Jalgaon,9/11/2012,94
Mumbai Metro,9/11/2012,76.07143
Thane,9/11/2012,61
Nashik,9/11/2013,117
Nanded,9/11/2013,20
Chandrapur,9/11/2013,58
Mumbai Metro,9/11/2013,71.6875
Kolhapur,9/11/2013,93
Sangli,9/11/2013,52
Amravati,9/11/2013,137
Panvel,9/11/2013,89
Taloja,9/11/2013,69
Navi Mumbai,9/11/2013,113
Nagpur,9/11/2013,68.5
Bhiwandi,9/11/2013,63
Dahanu,9/11/2013,58
Ulhasnagar,9/11/2013,55
Aurangabad,9/11/2013,36
Pune,9/11/2013,66.66666
Solapur,9/11/2013,69
Raigad,9/11/2013,66.66666
Lote,9/11/2013,182
Latur,9/11/2013,31
Mumbai,9/11/2013,61.5
Jalna,9/11/2013,109
Akola,9/11/2013,122
Thane,9/11/2013,55
Dombivali,9/11/2013,68
Jalgaon,9/11/2013,135
Mumbai,9/12/2010,104.5
Chandrapur,9/12/2010,64
Pune,9/12/2010,51
Sangli,9/12/2010,26
Taloja,9/12/2010,82
Thane,9/12/2010,48
Ulhasnagar,9/12/2010,130
Mumbai Metro,9/12/2010,96.7
Solapur,9/12/2010,82
Navi Mumbai,9/12/2010,119
Raigad,9/12/2010,51
Dahanu,9/12/2010,64
Nagpur,9/12/2011,64.5
Nashik,9/12/2011,56.5
Mumbai,9/12/2011,93
Nanded,9/12/2011,88
Dahanu,9/12/2011,44
Ulhasnagar,9/12/2011,82
Latur,9/12/2011,51
Mumbai Metro,9/12/2011,77
Akola,9/12/2011,115
Navi Mumbai,9/12/2011,67
Aurangabad,9/12/2011,65
Sangli,9/12/2011,26
Taloja,9/12/2011,82
Chandrapur,9/12/2011,44
Pune,9/12/2011,49.66667
Solapur,9/12/2011,82
Bhiwandi,9/12/2011,61
Raigad,9/12/2011,49.66667
Amravati,9/12/2011,87
Kolhapur,9/12/2011,51
Panvel,9/12/2012,37
Jalgaon,9/12/2012,131
Nashik,9/12/2012,64
Dahanu,9/12/2012,44
Mumbai,9/12/2012,71
Jalna,9/12/2012,152
Bhiwandi,9/12/2012,54
Latur,9/12/2012,156
Raigad,9/12/2012,61.33333
Navi Mumbai,9/12/2012,63.5
Solapur,9/12/2012,65
Pune,9/12/2012,61.33333
Nanded,9/12/2012,16
Nagpur,9/12/2012,151.5
Chandrapur,9/12/2012,44
Sangli,9/12/2012,71
Ulhasnagar,9/12/2012,124.5
Kolhapur,9/12/2012,102
Akola,9/12/2012,120
Mumbai Metro,9/12/2012,69.16666
Taloja,9/12/2012,65
Aurangabad,9/12/2012,40
Amravati,9/12/2012,92
Jalna,9/12/2013,140
Dahanu,9/12/2013,81
Mumbai,9/12/2013,72.5
Taloja,9/12/2013,70.33334
Solapur,9/12/2013,63.5
Sangli,9/12/2013,39
Dombivali,9/12/2013,50
Aurangabad,9/12/2013,46
Pune,9/12/2013,63
Mumbai Metro,9/12/2013,61.97619
Amravati,9/12/2013,82
Nagpur,9/12/2013,71
Raigad,9/12/2013,63
Jalgaon,9/12/2013,136
Latur,9/12/2013,108
Badlapur,9/12/2013,67
Nanded,9/12/2013,20
Nashik,9/12/2013,46
Navi Mumbai,9/12/2013,42
Akola,9/12/2013,122
Ambernath,9/12/2013,62
Chandrapur,9/12/2013,81
Thane,9/12/2013,70
Solapur,9/13/2010,68
Taloja,9/13/2010,157.5
Amravati,9/13/2010,62
Pune,9/13/2010,37
Nagpur,9/13/2010,67
Latur,9/13/2010,74
Raigad,9/13/2010,37
Aurangabad,9/13/2010,52
Nashik,9/13/2010,41.5
Mumbai,9/13/2010,139
Akola,9/13/2010,99
Mumbai Metro,9/13/2010,119.5
Navi Mumbai,9/13/2010,148
Jalgaon,9/13/2010,124
Sangli,9/13/2010,22
Ulhasnagar,9/13/2010,105
Thane,9/13/2010,48
Kolhapur,9/13/2010,62
Raigad,9/13/2011,88.66666
Dahanu,9/13/2011,133
Badlapur,9/13/2011,80
Navi Mumbai,9/13/2011,85
Nashik,9/13/2011,56.5
Jalna,9/13/2011,78
Chandrapur,9/13/2011,133
Nanded,9/13/2011,80
Latur,9/13/2011,99
Mumbai Metro,9/13/2011,84.03333
Nagpur,9/13/2011,69
Akola,9/13/2011,118
Thane,9/13/2011,60
Pune,9/13/2011,88.66666
Taloja,9/13/2011,74.66666
Aurangabad,9/13/2011,71
Kolhapur,9/13/2011,86
Amravati,9/13/2011,77
Solapur,9/13/2011,74.66666
Mumbai,9/13/2011,120.5
Raigad,9/13/2012,39.33333
Navi Mumbai,9/13/2012,45
Nagpur,9/13/2012,59
Mumbai Metro,9/13/2012,92.35714
Badlapur,9/13/2012,159
Pune,9/13/2012,39.33333
Dahanu,9/13/2012,105.25
Nashik,9/13/2012,72
Solapur,9/13/2012,73
Aurangabad,9/13/2012,50
Akola,9/13/2012,122
Ambernath,9/13/2012,186
Jalna,9/13/2012,36
Sangli,9/13/2012,32
Nanded,9/13/2012,26
Kolhapur,9/13/2012,53
Chandrapur,9/13/2012,105.25
Jalgaon,9/13/2012,136
Amravati,9/13/2012,72
Mumbai,9/13/2012,80.5
Taloja,9/13/2012,61
Bhiwandi,9/13/2012,52
Thane,9/13/2012,63
Latur,9/13/2012,135
Jalgaon,9/13/2013,109
Aurangabad,9/13/2013,65
Sangli,9/13/2013,32
Dahanu,9/13/2013,65.5
Thane,9/13/2013,51
Latur,9/13/2013,28
Akola,9/13/2013,136
Nashik,9/13/2013,34
Lote,9/13/2013,175
Amravati,9/13/2013,93
Jalna,9/13/2013,104
Raigad,9/13/2013,59.5
Taloja,9/13/2013,27.5
Pune,9/13/2013,59.5
Chandrapur,9/13/2013,65.5
Mumbai,9/13/2013,34
Kolhapur,9/13/2013,106
Nanded,9/13/2013,40
Nagpur,9/13/2013,111.5
Mumbai Metro,9/13/2013,48.625
Navi Mumbai,9/13/2013,82
Solapur,9/13/2013,17
Jalgaon,9/14/2010,122
Raigad,9/14/2010,31.33333
Akola,9/14/2010,101
Jalna,9/14/2010,36
Navi Mumbai,9/14/2010,92
Aurangabad,9/14/2010,54
Thane,9/14/2010,50
Pune,9/14/2010,31.33333
Chandrapur,9/14/2010,63
Nashik,9/14/2010,35.5
Amravati,9/14/2010,120
Kolhapur,9/14/2010,95
Nagpur,9/14/2010,75
Latur,9/14/2010,85
Badlapur,9/14/2010,111
Mumbai,9/14/2010,108.5
Solapur,9/14/2010,47.5
Dahanu,9/14/2010,63
Taloja,9/14/2010,47.5
Mumbai Metro,9/14/2010,81.8
Mumbai,9/14/2011,68.5
Mumbai Metro,9/14/2011,68
Kolhapur,9/14/2011,77
Taloja,9/14/2011,79
Thane,9/14/2011,59
Jalna,9/14/2011,86
Ulhasnagar,9/14/2011,95
Chandrapur,9/14/2011,128
Pune,9/14/2011,53
Nashik,9/14/2011,59.5
Nagpur,9/14/2011,59.5
Raigad,9/14/2011,53
Solapur,9/14/2011,79
Sangli,9/14/2011,62
Navi Mumbai,9/14/2011,38.5
Dahanu,9/14/2011,128
Akola,9/14/2011,130
Aurangabad,9/14/2011,30
Nanded,9/14/2011,12
Amravati,9/14/2011,106
Nanded,9/14/2012,47
Thane,9/14/2012,62
Jalna,9/14/2012,71
Dombivali,9/14/2012,233
Jalgaon,9/14/2012,99
Nashik,9/14/2012,89.5
Navi Mumbai,9/14/2012,41
Sangli,9/14/2012,46
Kolhapur,9/14/2012,122
Solapur,9/14/2012,80.5
Aurangabad,9/14/2012,78
Nagpur,9/14/2012,51.5
Raigad,9/14/2012,41.33333
Mumbai,9/14/2012,58.5
Dahanu,9/14/2012,156
Chandrapur,9/14/2012,156
Pune,9/14/2012,41.33333
Akola,9/14/2012,143
Latur,9/14/2012,32
Mumbai Metro,9/14/2012,87.80556
Bhiwandi,9/14/2012,62
Amravati,9/14/2012,81
Taloja,9/14/2012,70.33334
Mumbai Metro,9/14/2013,78.83334
Amravati,9/14/2013,122
Jalgaon,9/14/2013,111
Navi Mumbai,9/14/2013,82
Pune,9/14/2013,55.66667
Thane,9/14/2013,82
Lote,9/14/2013,178
Raigad,9/14/2013,55.66667
Mumbai,9/14/2013,68
Chandrapur,9/14/2013,60.5
Latur,9/14/2013,47
Kolhapur,9/14/2013,97
Panvel,9/14/2013,116
Nanded,9/14/2013,36
Akola,9/14/2013,137
Bhiwandi,9/14/2013,70
Dahanu,9/14/2013,60.5
Solapur,9/14/2013,55
Sangli,9/14/2013,50
Taloja,9/14/2013,55
Nagpur,9/14/2013,81.5
Aurangabad,9/14/2013,51
Nashik,9/14/2013,31
Aurangabad,9/15/2010,50
Taloja,9/15/2010,50
Thane,9/15/2010,50
Panvel,9/15/2010,101
Navi Mumbai,9/15/2010,75
Jalna,9/15/2010,26
Chandrapur,9/15/2010,182
Solapur,9/15/2010,50
Pune,9/15/2010,34.33333
Dahanu,9/15/2010,182
Raigad,9/15/2010,34.33333
Latur,9/15/2010,106
Amravati,9/15/2010,124
Jalgaon,9/15/2010,134
Sangli,9/15/2010,39
Kolhapur,9/15/2010,84
Mumbai,9/15/2010,73
Nashik,9/15/2010,52
Akola,9/15/2010,117
Ulhasnagar,9/15/2010,119.5
Mumbai Metro,9/15/2010,78.08334
Latur,9/15/2011,65
Akola,9/15/2011,132
Amravati,9/15/2011,91
Raigad,9/15/2011,54.5
Mumbai,9/15/2011,74.5
Thane,9/15/2011,60
Nanded,9/15/2011,27
Kalyan,9/15/2011,85
Dahanu,9/15/2011,123.5
Kolhapur,9/15/2011,53
Pune,9/15/2011,54.5
Solapur,9/15/2011,59
Chandrapur,9/15/2011,123.5
Nashik,9/15/2011,48
Badlapur,9/15/2011,87
Aurangabad,9/15/2011,24
Taloja,9/15/2011,59
Mumbai Metro,9/15/2011,71.16666
Sangli,9/15/2011,43
Navi Mumbai,9/15/2011,61.5
Jalna,9/15/2011,39
Aurangabad,9/15/2012,75
Raigad,9/15/2012,57
Bhiwandi,9/15/2012,61
Solapur,9/15/2012,71
Nanded,9/15/2012,49
Latur,9/15/2012,38
Akola,9/15/2012,126
Amravati,9/15/2012,90
Mumbai,9/15/2012,65
Kolhapur,9/15/2012,96
Nashik,9/15/2012,71.5
Pune,9/15/2012,57
Dahanu,9/15/2012,93
Chandrapur,9/15/2012,93
Mumbai Metro,9/15/2012,68.25
Taloja,9/15/2012,71
Jalgaon,9/15/2012,95
Thane,9/15/2012,73
Nagpur,9/15/2012,62
Panvel,9/15/2012,79
Navi Mumbai,9/15/2012,60.5
Sangli,9/15/2012,58
Bhiwandi,9/15/2013,69
Mumbai Metro,9/15/2013,53.75
Sangli,9/15/2013,35
Navi Mumbai,9/15/2013,38
Thane,9/15/2013,54
Raigad,9/15/2013,47.5
Ulhasnagar,9/15/2013,51
Mumbai,9/15/2013,72.5
Solapur,9/15/2013,38
Taloja,9/15/2013,38
Nagpur,9/15/2013,114
Pune,9/15/2013,47.5
Jalna,9/16/2010,28
Taloja,9/16/2010,81.5
Jalgaon,9/16/2010,122
Amravati,9/16/2010,49
Thane,9/16/2010,45
Akola,9/16/2010,118
Chandrapur,9/16/2010,83.5
Raigad,9/16/2010,30.66667
Pune,9/16/2010,30.66667
Mumbai Metro,9/16/2010,93.2
Badlapur,9/16/2010,100
Dahanu,9/16/2010,83.5
Nashik,9/16/2010,48
Sangli,9/16/2010,27
Kolhapur,9/16/2010,65
Solapur,9/16/2010,55
Navi Mumbai,9/16/2010,129
Latur,9/16/2010,85
Mumbai,9/16/2010,110.5
Aurangabad,9/16/2010,34
Nanded,9/16/2011,21
Amravati,9/16/2011,80
Navi Mumbai,9/16/2011,58
Taloja,9/16/2011,58.66667
Nagpur,9/16/2011,43.5
Jalna,9/16/2011,26
Latur,9/16/2011,58
Solapur,9/16/2011,58.66667
Kalyan,9/16/2011,62
Nashik,9/16/2011,66
Raigad,9/16/2011,44.5
Mumbai Metro,9/16/2011,69.83334
Akola,9/16/2011,132
Pune,9/16/2011,44.5
Sangli,9/16/2011,22
Mumbai,9/16/2011,111.5
Aurangabad,9/16/2011,76
Thane,9/16/2011,59
Kolhapur,9/16/2011,90
Mumbai,9/16/2012,61
Solapur,9/16/2012,60
