city_name,date,pm10
Badlapur,10/13/2011,104
Thane,10/13/2011,57
Raigad,10/13/2011,85
Jalna,10/13/2011,80
Mumbai Metro,10/13/2011,73.16666
Aurangabad,10/13/2011,68
Nagpur,10/13/2011,57
Mumbai Metro,10/13/2012,100.75
Kolhapur,10/13/2012,124
Bhiwandi,10/13/2012,62
Sangli,10/13/2012,146
Nashik,10/13/2012,73.5
Nagpur,10/13/2012,82.5
Raigad,10/13/2012,106
Solapur,10/13/2012,133
Nanded,10/13/2012,43
Akola,10/13/2012,147
Mumbai,10/13/2012,117
Aurangabad,10/13/2012,105
Amravati,10/13/2012,92
Latur,10/13/2012,111
Dahanu,10/13/2012,41
Pune,10/13/2012,106
Taloja,10/13/2012,133
Chandrapur,10/13/2012,41
Navi Mumbai,10/13/2012,136.5
Jalgaon,10/13/2012,104
Thane,10/13/2012,59
Panvel,10/13/2012,97
Ulhasnagar,10/13/2013,48
Thane,10/13/2013,55
Mumbai,10/13/2013,77
Raigad,10/13/2013,62.33333
Taloja,10/13/2013,71
Sangli,10/13/2013,35
Solapur,10/13/2013,71
Pune,10/13/2013,62.33333
Navi Mumbai,10/13/2013,97
Mumbai Metro,10/13/2013,69.6
Chandrapur,10/14/2010,152.5
Nagpur,10/14/2010,45.5
Aurangabad,10/14/2010,53
Nashik,10/14/2010,70.5
Solapur,10/14/2010,70
Dahanu,10/14/2010,152.5
Sangli,10/14/2010,47
Raigad,10/14/2010,68
Jalna,10/14/2010,115
Akola,10/14/2010,122
Navi Mumbai,10/14/2010,83.66666
Taloja,10/14/2010,107
Mumbai Metro,10/14/2010,104.3889
Jalgaon,10/14/2010,145
Amravati,10/14/2010,68
Kolhapur,10/14/2010,55
Mumbai,10/14/2010,122.5
Pune,10/14/2010,68
Akola,10/14/2011,146.5
Nagpur,10/14/2011,69.5
Pune,10/14/2011,87
Aurangabad,10/14/2011,104
Amravati,10/14/2011,92
Mumbai,10/14/2011,74
Raigad,10/14/2011,87
Bhiwandi,10/14/2011,56
Sangli,10/14/2011,40
Latur,10/14/2011,151
Navi Mumbai,10/14/2011,53
Dahanu,10/14/2011,171
Jalna,10/14/2011,84
Thane,10/14/2011,59
Nashik,10/14/2011,52
Jalgaon,10/14/2011,91
Solapur,10/14/2011,88
Taloja,10/14/2011,107.6667
Kolhapur,10/14/2011,93
Chandrapur,10/14/2011,171
Mumbai Metro,10/14/2011,69.93333
Mumbai Metro,10/14/2012,95
Sangli,10/14/2012,80
Dahanu,10/14/2012,240
Ulhasnagar,10/14/2012,80
Pune,10/14/2012,96
Dombivali,10/14/2012,53
Chandrapur,10/14/2012,240
Navi Mumbai,10/14/2012,132
Thane,10/14/2012,75
Nagpur,10/14/2012,145
Mumbai,10/14/2012,124
Solapur,10/14/2012,106
Taloja,10/14/2012,106
Raigad,10/14/2012,96
Dombivali,10/14/2013,49
Bhiwandi,10/14/2013,71
Ambernath,10/14/2013,64
Akola,10/14/2013,107
Latur,10/14/2013,93
Nanded,10/14/2013,81
Dahanu,10/14/2013,70
Nashik,10/14/2013,65
Pune,10/14/2013,56.66667
Mumbai Metro,10/14/2013,67.69048
Ulhasnagar,10/14/2013,70
Navi Mumbai,10/14/2013,49.5
Aurangabad,10/14/2013,67
Solapur,10/14/2013,68.5
Jalgaon,10/14/2013,111
Chandrapur,10/14/2013,70
Mumbai,10/14/2013,81
Sangli,10/14/2013,35
Taloja,10/14/2013,89.33334
Nagpur,10/14/2013,78.5
Raigad,10/14/2013,56.66667
Kolhapur,10/15/2010,109
Nagpur,10/15/2010,63
Solapur,10/15/2010,78
Taloja,10/15/2010,75
Nashik,10/15/2010,82
Latur,10/15/2010,60
Chandrapur,10/15/2010,112
Aurangabad,10/15/2010,106
Jalna,10/15/2010,119
Akola,10/15/2010,140
Navi Mumbai,10/15/2010,102
Mumbai,10/15/2010,124.5
Dahanu,10/15/2010,112
Mumbai Metro,10/15/2010,100.5
Jalgaon,10/15/2010,118
Raigad,10/15/2010,76.33334
Sangli,10/15/2010,37
Pune,10/15/2010,76.33334
Amravati,10/15/2010,123
Latur,10/15/2011,240
Dahanu,10/15/2011,162
Navi Mumbai,10/15/2011,56
Pune,10/15/2011,83.5
Panvel,10/15/2011,40
Amravati,10/15/2011,92
Mumbai Metro,10/15/2011,61.8
Taloja,10/15/2011,100
Jalgaon,10/15/2011,110
Mumbai,10/15/2011,64
Aurangabad,10/15/2011,88
Thane,10/15/2011,49
Nashik,10/15/2011,62
Solapur,10/15/2011,100
Chandrapur,10/15/2011,162
Raigad,10/15/2011,83.5
Sangli,10/15/2011,84
Kolhapur,10/15/2011,83
Akola,10/15/2011,155
Nagpur,10/15/2011,71.5
Navi Mumbai,10/15/2012,279.5
Chandrapur,10/15/2012,75
Kolhapur,10/15/2012,60
Thane,10/15/2012,75
Akola,10/15/2012,123
Nanded,10/15/2012,86
Solapur,10/15/2012,102.5
Aurangabad,10/15/2012,69
Taloja,10/15/2012,95.66666
Latur,10/15/2012,132
Dahanu,10/15/2012,75
Raigad,10/15/2012,90.5
Nashik,10/15/2012,89
Mumbai,10/15/2012,106
Sangli,10/15/2012,52
Mumbai Metro,10/15/2012,104.0238
Nagpur,10/15/2012,65.5
Jalgaon,10/15/2012,117
Kalyan,10/15/2012,67
Pune,10/15/2012,90.5
Ulhasnagar,10/15/2012,41
Ambernath,10/15/2012,64
Dombivali,10/15/2013,68
Thane,10/15/2013,61
Jalna,10/15/2013,62
Taloja,10/15/2013,66.5
Jalgaon,10/15/2013,110
Lote,10/15/2013,90
Solapur,10/15/2013,76
Aurangabad,10/15/2013,45
Nashik,10/15/2013,77
Nagpur,10/15/2013,33.5
Mumbai Metro,10/15/2013,65.07143
Latur,10/15/2013,51
Badlapur,10/15/2013,52
Akola,10/15/2013,110
Nanded,10/15/2013,77
Kolhapur,10/15/2013,147
Raigad,10/15/2013,78
Pune,10/15/2013,78
Amravati,10/15/2013,94
Bhiwandi,10/15/2013,66
Mumbai,10/15/2013,81
Navi Mumbai,10/15/2013,61
Latur,10/16/2010,83
Dahanu,10/16/2010,157.5
Jalgaon,10/16/2010,112
Mumbai Metro,10/16/2010,95.25
Navi Mumbai,10/16/2010,94
Pune,10/16/2010,105
Nashik,10/16/2010,92.5
Sangli,10/16/2010,71
Panvel,10/16/2010,75
Aurangabad,10/16/2010,77
Raigad,10/16/2010,105
Amravati,10/16/2010,131
Mumbai,10/16/2010,120
Nagpur,10/16/2010,57.5
Taloja,10/16/2010,92
Akola,10/16/2010,132
Kolhapur,10/16/2010,92
Chandrapur,10/16/2010,157.5
Solapur,10/16/2010,92
Chandrapur,10/16/2011,119
Mumbai,10/16/2011,72
Raigad,10/16/2011,92.5
Ulhasnagar,10/16/2011,126
Taloja,10/16/2011,117
Dahanu,10/16/2011,119
Thane,10/16/2011,48
Sangli,10/16/2011,23
Mumbai Metro,10/16/2011,96
Solapur,10/16/2011,117
Navi Mumbai,10/16/2011,117
Pune,10/16/2011,92.5
Thane,10/16/2012,65
Solapur,10/16/2012,101.5
Jalna,10/16/2012,131
Navi Mumbai,10/16/2012,102.5
Amravati,10/16/2012,75
Nagpur,10/16/2012,78.5
Nashik,10/16/2012,62.5
Badlapur,10/16/2012,59
Pune,10/16/2012,98.66666
Chandrapur,10/16/2012,382.5
Nanded,10/16/2012,84
Latur,10/16/2012,120
Kalyan,10/16/2012,65
Akola,10/16/2012,125
Mumbai Metro,10/16/2012,83.52381
Dahanu,10/16/2012,382.5
Jalgaon,10/16/2012,113
Mumbai,10/16/2012,119
Kolhapur,10/16/2012,134
Raigad,10/16/2012,98.66666
Dombivali,10/16/2012,74.5
Aurangabad,10/16/2012,61
Taloja,10/16/2012,99.66666
Akola,10/16/2013,128
Raigad,10/16/2013,77
Aurangabad,10/16/2013,60
Pune,10/16/2013,77
Dahanu,10/16/2013,130.5
Chandrapur,10/16/2013,130.5
Jalna,10/16/2013,120
Panvel,10/16/2013,61
Mumbai Metro,10/16/2013,80.9375
Mumbai,10/16/2013,145.5
Taloja,10/16/2013,74
Nashik,10/16/2013,63.5
Nagpur,10/16/2013,107.5
Lote,10/16/2013,95
Thane,10/16/2013,66
Jalgaon,10/16/2013,133
Amravati,10/16/2013,139
Bhiwandi,10/16/2013,85
Solapur,10/16/2013,74
Dombivali,10/16/2013,72
Navi Mumbai,10/16/2013,87
Kolhapur,10/16/2013,122
Sangli,10/16/2013,79
Nanded,10/16/2013,25
Ulhasnagar,10/16/2013,57
Latur,10/16/2013,78
Navi Mumbai,10/17/2010,117.5
Mumbai,10/17/2010,99
Sangli,10/17/2010,43
Ulhasnagar,10/17/2010,61
Taloja,10/17/2010,17
Raigad,10/17/2010,85.5
Solapur,10/17/2010,17
Mumbai Metro,10/17/2010,73.625
Pune,10/17/2010,85.5
Sangli,10/17/2011,50
Mumbai,10/17/2011,85.5
Raigad,10/17/2011,103.3333
Jalgaon,10/17/2011,118
Latur,10/17/2011,124
Aurangabad,10/17/2011,71
Solapur,10/17/2011,105.5
Ulhasnagar,10/17/2011,74
Nashik,10/17/2011,50.5
Taloja,10/17/2011,117.6667
Mumbai Metro,10/17/2011,94.04166
Nagpur,10/17/2011,58.5
Amravati,10/17/2011,77
Akola,10/17/2011,127
Navi Mumbai,10/17/2011,99
Kolhapur,10/17/2011,67
Pune,10/17/2011,103.3333
Nanded,10/17/2012,28
Taloja,10/17/2012,134
Raigad,10/17/2012,92.33334
Pune,10/17/2012,92.33334
Thane,10/17/2012,63
Amravati,10/17/2012,88
Kolhapur,10/17/2012,119
Sangli,10/17/2012,88
Ulhasnagar,10/17/2012,72
Nagpur,10/17/2012,76.5
Nashik,10/17/2012,65
Aurangabad,10/17/2012,75
Bhiwandi,10/17/2012,64
Chandrapur,10/17/2012,173
Latur,10/17/2012,106
Jalgaon,10/17/2012,133
Solapur,10/17/2012,134
Mumbai Metro,10/17/2012,146.9286
Panvel,10/17/2012,401
Mumbai,10/17/2012,135
Dahanu,10/17/2012,173
Navi Mumbai,10/17/2012,159.5
Jalna,10/17/2012,154
Akola,10/17/2012,133
Dombivali,10/17/2013,98
Thane,10/17/2013,51
Pune,10/17/2013,71.33334
Mumbai,10/17/2013,92.5
Badlapur,10/17/2013,56
Chandrapur,10/17/2013,106
Raigad,10/17/2013,71.33334
Bhiwandi,10/17/2013,83
Dahanu,10/17/2013,106
Nanded,10/17/2013,25
Sangli,10/17/2013,64
Jalna,10/17/2013,72
Mumbai Metro,10/17/2013,74.02084
Akola,10/17/2013,127
Aurangabad,10/17/2013,77
Navi Mumbai,10/17/2013,54
Nashik,10/17/2013,63.5
Ambernath,10/17/2013,77
Solapur,10/17/2013,90.5
Nagpur,10/17/2013,69
Taloja,10/17/2013,80.66666
Jalgaon,10/17/2013,136
Latur,10/17/2013,67
Amravati,10/18/2010,73
Kolhapur,10/18/2010,54
Sangli,10/18/2010,37
Mumbai Metro,10/18/2010,105.4583
Pune,10/18/2010,81
Akola,10/18/2010,99
Nagpur,10/18/2010,64
Taloja,10/18/2010,92
Mumbai,10/18/2010,152.5
Raigad,10/18/2010,81
Navi Mumbai,10/18/2010,102.3333
Jalgaon,10/18/2010,116
Aurangabad,10/18/2010,49
Chandrapur,10/18/2010,43.5
Dahanu,10/18/2010,43.5
Ulhasnagar,10/18/2010,75
Solapur,10/18/2010,74
Nashik,10/18/2010,81.5
Kolhapur,10/18/2011,116
Mumbai Metro,10/18/2011,116.9
Raigad,10/18/2011,123.3333
Solapur,10/18/2011,96.5
Kalyan,10/18/2011,68
Nashik,10/18/2011,64
Akola,10/18/2011,128
Jalna,10/18/2011,93
Mumbai,10/18/2011,143.5
Chandrapur,10/18/2011,82
Amravati,10/18/2011,88
Latur,10/18/2011,103
Nagpur,10/18/2011,43
Taloja,10/18/2011,117
Pune,10/18/2011,123.3333
Badlapur,10/18/2011,85
Dahanu,10/18/2011,82
Navi Mumbai,10/18/2011,171
Jalgaon,10/18/2011,121
Aurangabad,10/18/2011,56
Badlapur,10/18/2012,112
Taloja,10/18/2012,113
Latur,10/18/2012,118
Solapur,10/18/2012,101.5
Ambernath,10/18/2012,95
Nagpur,10/18/2012,52
Amravati,10/18/2012,74
Chandrapur,10/18/2012,370
Jalna,10/18/2012,65
Pune,10/18/2012,103.6667
Nashik,10/18/2012,54.66667
Mumbai,10/18/2012,138.5
Sangli,10/18/2012,93
Bhiwandi,10/18/2012,64
Aurangabad,10/18/2012,85
Nanded,10/18/2012,26
Navi Mumbai,10/18/2012,237.5
Akola,10/18/2012,135
Raigad,10/18/2012,103.6667
Kolhapur,10/18/2012,64
Jalgaon,10/18/2012,137
Dahanu,10/18/2012,370
Mumbai Metro,10/18/2012,126.6667
Mumbai Metro,10/18/2013,103.6667
Aurangabad,10/18/2013,116
Jalna,10/18/2013,122
Amravati,10/18/2013,93
Pune,10/18/2013,108.6667
Taloja,10/18/2013,89
Solapur,10/18/2013,96
Dahanu,10/18/2013,123
Navi Mumbai,10/18/2013,73.66666
Raigad,10/18/2013,108.6667
Mumbai,10/18/2013,181
Latur,10/18/2013,70
Sangli,10/18/2013,44
Nashik,10/18/2013,75
Akola,10/18/2013,139
Chandrapur,10/18/2013,123
Jalgaon,10/18/2013,105
Kolhapur,10/18/2013,140
Nagpur,10/18/2013,31.5
Thane,10/18/2013,71
Lote,10/18/2013,84
Nanded,10/18/2013,50
Navi Mumbai,10/19/2010,79.33334
Kolhapur,10/19/2010,100
Nashik,10/19/2010,62
Jalna,10/19/2010,202
Chandrapur,10/19/2010,215
Akola,10/19/2010,100
Latur,10/19/2010,112
Pune,10/19/2010,71
Mumbai,10/19/2010,108
Jalgaon,10/19/2010,96
Raigad,10/19/2010,71
Aurangabad,10/19/2010,42
Solapur,10/19/2010,66
Amravati,10/19/2010,106
Nagpur,10/19/2010,72.5
Taloja,10/19/2010,60
Dahanu,10/19/2010,215
Mumbai Metro,10/19/2010,82.44444
Solapur,10/19/2011,125
Kolhapur,10/19/2011,102
Pune,10/19/2011,125.3333
Jalgaon,10/19/2011,136
Raigad,10/19/2011,125.3333
Mumbai Metro,10/19/2011,104.8333
Sangli,10/19/2011,23
Nagpur,10/19/2011,50
Kalyan,10/19/2011,74
Akola,10/19/2011,143
Jalna,10/19/2011,99
Latur,10/19/2011,91
Nashik,10/19/2011,74.5
Panvel,10/19/2011,111
Ulhasnagar,10/19/2011,112
Amravati,10/19/2011,82
Aurangabad,10/19/2011,54
Navi Mumbai,10/19/2011,102
Mumbai,10/19/2011,105
Taloja,10/19/2011,125
Thane,10/19/2012,60
Nanded,10/19/2012,41
Navi Mumbai,10/19/2012,43
Sangli,10/19/2012,63
Solapur,10/19/2012,108
Pune,10/19/2012,103
Amravati,10/19/2012,101
Jalgaon,10/19/2012,106
Taloja,10/19/2012,113.3333
Chandrapur,10/19/2012,87.66666
Aurangabad,10/19/2012,107
Nashik,10/19/2012,68
Akola,10/19/2012,149
Latur,10/19/2012,93
Dombivali,10/19/2012,101
Raigad,10/19/2012,103
Dahanu,10/19/2012,87.66666
Kolhapur,10/19/2012,165
Nagpur,10/19/2012,66.5
Jalna,10/19/2012,97
Mumbai,10/19/2012,152
Mumbai Metro,10/19/2012,88.38889
Bhiwandi,10/19/2012,61
Raigad,10/19/2013,115.5
Aurangabad,10/19/2013,110
Amravati,10/19/2013,133
Nagpur,10/19/2013,122.5
Panvel,10/19/2013,93
Solapur,10/19/2013,109
Nanded,10/19/2013,57
Jalgaon,10/19/2013,104
Taloja,10/19/2013,109
Pune,10/19/2013,115.5
Thane,10/19/2013,83
Chandrapur,10/19/2013,116.3333
Mumbai Metro,10/19/2013,123.2667
Lote,10/19/2013,93
Dahanu,10/19/2013,116.3333
Latur,10/19/2013,54
Navi Mumbai,10/19/2013,234.3333
Nashik,10/19/2013,74.5
Akola,10/19/2013,139
Mumbai,10/19/2013,97
Sangli,10/19/2013,185
Kolhapur,10/19/2013,115
Dahanu,10/2/2010,66
Navi Mumbai,10/2/2010,91.66666
Raigad,10/2/2010,111.5
Aurangabad,10/2/2010,71
Solapur,10/2/2010,136
Pune,10/2/2010,111.5
Panvel,10/2/2010,65
Kolhapur,10/2/2010,82
Mumbai Metro,10/2/2010,107.5417
Nashik,10/2/2010,76.5
Jalgaon,10/2/2010,119
Latur,10/2/2010,96
Sangli,10/2/2010,72
Nagpur,10/2/2010,46.5
Chandrapur,10/2/2010,66
Akola,10/2/2010,135
Amravati,10/2/2010,142
Mumbai,10/2/2010,137.5
Taloja,10/2/2010,136
Mumbai,10/2/2011,88
Ulhasnagar,10/2/2011,142
Taloja,10/2/2011,85
Thane,10/2/2011,52
Bhiwandi,10/2/2011,53
Mumbai Metro,10/2/2011,90.16666
Pune,10/2/2011,85.66666
Sangli,10/2/2011,50
Navi Mumbai,10/2/2011,121
Solapur,10/2/2011,85
Raigad,10/2/2011,85.66666
Aurangabad,10/2/2012,61
Kolhapur,10/2/2012,106
Nashik,10/2/2012,89.5
Thane,10/2/2012,63
Chandrapur,10/2/2012,194
Bhiwandi,10/2/2012,65
Nagpur,10/2/2012,97.5
Dahanu,10/2/2012,194
Taloja,10/2/2012,61.33333
Mumbai,10/2/2012,77
Jalna,10/2/2012,94
Amravati,10/2/2012,76
Nanded,10/2/2012,85
Pune,10/2/2012,48.66667
Badlapur,10/2/2012,94
Latur,10/2/2012,54
Mumbai Metro,10/2/2012,70.40476
Raigad,10/2/2012,48.66667
Dombivali,10/2/2012,71.5
Navi Mumbai,10/2/2012,61
Solapur,10/2/2012,62.5
Akola,10/2/2013,121
Solapur,10/2/2013,78
Ulhasnagar,10/2/2013,87.5
Mumbai Metro,10/2/2013,74.07143
Latur,10/2/2013,101
Dahanu,10/2/2013,87.5
Pune,10/2/2013,104
Chandrapur,10/2/2013,87.5
Nanded,10/2/2013,34
Lote,10/2/2013,83
Panvel,10/2/2013,88
Taloja,10/2/2013,78
Sangli,10/2/2013,64
Thane,10/2/2013,62
Raigad,10/2/2013,104
Jalna,10/2/2013,93
Kolhapur,10/2/2013,128
Mumbai,10/2/2013,70.5
Dombivali,10/2/2013,40
Navi Mumbai,10/2/2013,92.5
Aurangabad,10/2/2013,37
Nashik,10/2/2013,53.5
Aurangabad,10/20/2010,62
Ulhasnagar,10/20/2010,105
Navi Mumbai,10/20/2010,60.66667
Raigad,10/20/2010,53
Mumbai Metro,10/20/2010,84.54166
Dahanu,10/20/2010,64.5
Nashik,10/20/2010,63
Kolhapur,10/20/2010,85
Pune,10/20/2010,53
Panvel,10/20/2010,65
Latur,10/20/2010,181
Sangli,10/20/2010,58
Akola,10/20/2010,119
Chandrapur,10/20/2010,64.5
Jalgaon,10/20/2010,106
Nagpur,10/20/2010,113
Amravati,10/20/2010,126
Mumbai,10/20/2010,107.5
Jalna,10/20/2010,50
Nagpur,10/20/2011,31
Dahanu,10/20/2011,136.6
Raigad,10/20/2011,103.6667
Mumbai Metro,10/20/2011,126.6111
Latur,10/20/2011,103
Aurangabad,10/20/2011,70
Jalgaon,10/20/2011,132
Pune,10/20/2011,103.6667
Jalna,10/20/2011,88
Sangli,10/20/2011,44
Mumbai,10/20/2011,115.5
Nashik,10/20/2011,77
Navi Mumbai,10/20/2011,184
Taloja,10/20/2011,80.33334
Akola,10/20/2011,144
Chandrapur,10/20/2011,136.6
Lote,10/20/2011,28
Solapur,10/20/2011,83.5
Amravati,10/20/2011,88
Kolhapur,10/20/2011,70
Latur,10/20/2012,79
Thane,10/20/2012,60
Nashik,10/20/2012,86.25
Panvel,10/20/2012,325
Jalgaon,10/20/2012,108
Solapur,10/20/2012,126
Taloja,10/20/2012,126
Raigad,10/20/2012,147
Mumbai,10/20/2012,140
Dahanu,10/20/2012,90
Pune,10/20/2012,147
Amravati,10/20/2012,82
Kolhapur,10/20/2012,143
Akola,10/20/2012,151
Mumbai Metro,10/20/2012,141
Bhiwandi,10/20/2012,61
Navi Mumbai,10/20/2012,134
Nagpur,10/20/2012,103
Chandrapur,10/20/2012,90
Nanded,10/20/2012,49
Aurangabad,10/20/2012,93
Sangli,10/20/2012,64
Solapur,10/20/2013,114
Sangli,10/20/2013,58
Raigad,10/20/2013,102
Nagpur,10/20/2013,11
Taloja,10/20/2013,114
Mumbai,10/20/2013,145
Ulhasnagar,10/20/2013,51
Mumbai Metro,10/20/2013,102.5
Pune,10/20/2013,102
Chandrapur,10/20/2013,46
Dahanu,10/20/2013,46
Navi Mumbai,10/20/2013,100
Pune,10/21/2010,41
Mumbai Metro,10/21/2010,81.72222
Sangli,10/21/2010,44
Aurangabad,10/21/2010,40
Jalgaon,10/21/2010,100
Mumbai,10/21/2010,111.5
Solapur,10/21/2010,66
Nagpur,10/21/2010,32.5
Amravati,10/21/2010,59
Dahanu,10/21/2010,104.3333
Akola,10/21/2010,122
Kolhapur,10/21/2010,53
Nashik,10/21/2010,80.5
Taloja,10/21/2010,87.33334
Jalna,10/21/2010,86
Chandrapur,10/21/2010,104.3333
Raigad,10/21/2010,41
Navi Mumbai,10/21/2010,46.33333
Jalgaon,10/21/2011,113
Sangli,10/21/2011,60
Dahanu,10/21/2011,128
Navi Mumbai,10/21/2011,221.5
Nashik,10/21/2011,93.5
Bhiwandi,10/21/2011,61
Taloja,10/21/2011,89.33334
Kolhapur,10/21/2011,119
Pune,10/21/2011,95.33334
Lote,10/21/2011,82
Raigad,10/21/2011,95.33334
Akola,10/21/2011,157
Jalna,10/21/2011,70
Nagpur,10/21/2011,27.5
Mumbai Metro,10/21/2011,112.8667
Aurangabad,10/21/2011,91
Mumbai,10/21/2011,136.5
Solapur,10/21/2011,92.5
Amravati,10/21/2011,90
Latur,10/21/2011,95
Thane,10/21/2011,56
Chandrapur,10/21/2011,128
Ulhasnagar,10/21/2012,70
Chandrapur,10/21/2012,46.5
Mumbai,10/21/2012,203.5
Raigad,10/21/2012,87.66666
Taloja,10/21/2012,106
Mumbai Metro,10/21/2012,96.25
Nagpur,10/21/2012,37
Navi Mumbai,10/21/2012,70
Dahanu,10/21/2012,46.5
Sangli,10/21/2012,43
Pune,10/21/2012,87.66666
Dombivali,10/21/2012,53
Solapur,10/21/2012,106
Thane,10/21/2012,75
Raigad,10/21/2013,107.3333
Navi Mumbai,10/21/2013,89.33334
Dahanu,10/21/2013,73.5
Thane,10/21/2013,95
Latur,10/21/2013,118
Pune,10/21/2013,107.3333
Nashik,10/21/2013,83
Nagpur,10/21/2013,67
Taloja,10/21/2013,112.6667
Bhiwandi,10/21/2013,68
Ulhasnagar,10/21/2013,40
Solapur,10/21/2013,98
Sangli,10/21/2013,40
Mumbai Metro,10/21/2013,87.3125
Jalgaon,10/21/2013,113
Dombivali,10/21/2013,71
Mumbai,10/21/2013,162.5
Ambernath,10/21/2013,60
Akola,10/21/2013,112
Chandrapur,10/21/2013,73.5
Aurangabad,10/21/2013,105
Nanded,10/21/2013,97
Sangli,10/22/2010,37
Taloja,10/22/2010,56.33333
Nashik,10/22/2010,45
Kolhapur,10/22/2010,97
Latur,10/22/2010,29
Aurangabad,10/22/2010,59
Mumbai Metro,10/22/2010,98.61111
Nagpur,10/22/2010,69.5
Akola,10/22/2010,130
Jalna,10/22/2010,188
Jalgaon,10/22/2010,115
Mumbai,10/22/2010,136
Raigad,10/22/2010,53.66667
Pune,10/22/2010,53.66667
Navi Mumbai,10/22/2010,103.5
Solapur,10/22/2010,50.5
Amravati,10/22/2010,93
Chandrapur,10/22/2011,93.66666
Mumbai Metro,10/22/2011,98.16666
Pune,10/22/2011,125
Aurangabad,10/22/2011,85
Amravati,10/22/2011,71
Panvel,10/22/2011,116
Mumbai,10/22/2011,112
Nagpur,10/22/2011,79
Sangli,10/22/2011,152
Navi Mumbai,10/22/2011,114
Bhiwandi,10/22/2011,49
Akola,10/22/2011,159
Latur,10/22/2011,72
Nashik,10/22/2011,86.5
Taloja,10/22/2011,141
Kolhapur,10/22/2011,110
Jalgaon,10/22/2011,105
Dahanu,10/22/2011,93.66666
Solapur,10/22/2011,141
Thane,10/22/2011,57
Raigad,10/22/2011,125
Raigad,10/22/2012,98
Nagpur,10/22/2012,75.5
Aurangabad,10/22/2012,79
Ambernath,10/22/2012,77
Mumbai,10/22/2012,133
Mumbai Metro,10/22/2012,88.90476
Jalgaon,10/22/2012,114
Latur,10/22/2012,86
Akola,10/22/2012,126
Ulhasnagar,10/22/2012,46
Chandrapur,10/22/2012,442
Thane,10/22/2012,75
Nanded,10/22/2012,85
Solapur,10/22/2012,68
Taloja,10/22/2012,88.33334
Pune,10/22/2012,98
Kalyan,10/22/2012,66
Navi Mumbai,10/22/2012,137
Kolhapur,10/22/2012,56
Sangli,10/22/2012,41
Nashik,10/22/2012,71
Amravati,10/22/2012,79
Dahanu,10/22/2012,442
Mumbai Metro,10/22/2013,90.69048
Bhiwandi,10/22/2013,67
Dombivali,10/22/2013,70
Pune,10/22/2013,105.6667
Akola,10/22/2013,113
Badlapur,10/22/2013,42
Navi Mumbai,10/22/2013,108.3333
Lote,10/22/2013,92
Taloja,10/22/2013,108
Latur,10/22/2013,101
Aurangabad,10/22/2013,95
Nashik,10/22/2013,83
Kolhapur,10/22/2013,110
Nanded,10/22/2013,82
Nagpur,10/22/2013,99.5
Solapur,10/22/2013,97
Amravati,10/22/2013,95
Thane,10/22/2013,87
Mumbai,10/22/2013,152.5
Raigad,10/22/2013,105.6667
Jalgaon,10/22/2013,107
Jalna,10/22/2013,102
Solapur,10/23/2010,66
Panvel,10/23/2010,64
Taloja,10/23/2010,66
Navi Mumbai,10/23/2010,94.5
Sangli,10/23/2010,64
Chandrapur,10/23/2010,177
Nashik,10/23/2010,39
Nagpur,10/23/2010,54.5
Pune,10/23/2010,75.5
Dahanu,10/23/2010,177
Latur,10/23/2010,22
Aurangabad,10/23/2010,63
Jalgaon,10/23/2010,125
Kolhapur,10/23/2010,91
Mumbai,10/23/2010,140
Raigad,10/23/2010,75.5
Mumbai Metro,10/23/2010,91.125
Amravati,10/23/2010,136
Akola,10/23/2010,136
Mumbai,10/23/2011,135
Pune,10/23/2011,144
Navi Mumbai,10/23/2011,178
Mumbai Metro,10/23/2011,119
Dahanu,10/23/2011,144
Taloja,10/23/2011,135
Ulhasnagar,10/23/2011,89
Raigad,10/23/2011,144
Sangli,10/23/2011,99
Solapur,10/23/2011,135
Chandrapur,10/23/2011,144
Thane,10/23/2011,58
Raigad,10/23/2012,68.66666
Kalyan,10/23/2012,65
Thane,10/23/2012,65
Kolhapur,10/23/2012,148
Mumbai Metro,10/23/2012,67.83334
Akola,10/23/2012,128
Solapur,10/23/2012,70
Pune,10/23/2012,68.66666
Jalna,10/23/2012,234
Taloja,10/23/2012,91
Nanded,10/23/2012,84
Nagpur,10/23/2012,93
Chandrapur,10/23/2012,347
Nashik,10/23/2012,94
Amravati,10/23/2012,97
Aurangabad,10/23/2012,69
Badlapur,10/23/2012,67
Dombivali,10/23/2012,80
Navi Mumbai,10/23/2012,39
Dahanu,10/23/2012,347
Latur,10/23/2012,95
Jalgaon,10/23/2012,111
Mumbai,10/23/2013,122
Thane,10/23/2013,109
Panvel,10/23/2013,99
Raigad,10/23/2013,103
Lote,10/23/2013,78
Mumbai Metro,10/23/2013,91.8125
Nagpur,10/23/2013,51
Bhiwandi,10/23/2013,86
Pune,10/23/2013,103
Navi Mumbai,10/23/2013,106
Dahanu,10/23/2013,135
Latur,10/23/2013,65
Jalna,10/23/2013,93
Amravati,10/23/2013,123
Solapur,10/23/2013,84
Akola,10/23/2013,128
Sangli,10/23/2013,92
Jalgaon,10/23/2013,140
Dombivali,10/23/2013,59
Kolhapur,10/23/2013,97
Aurangabad,10/23/2013,65
Chandrapur,10/23/2013,135
Taloja,10/23/2013,84
Nashik,10/23/2013,103.5
Nanded,10/23/2013,46
Ulhasnagar,10/23/2013,69.5
Navi Mumbai,10/24/2010,120
